Pathway_ID	Pathway_Name	Accession_Count	Accessions
Reactome: R-HSA-75876	Synthesis of very long-chain fatty acyl-CoAs	42	Dcitr01g0228011;Dcitr01g1360011;Dcitr13g0682011;Dcitr01g0586011;Dcitr00g0206011;Dcitr11g0931011;Dcitr06g1472013;Dcitr01g1358011;Dcitr13g0684011;Dcitr09g0360011;Dcitr09g0361011;Dcitr01g1356011;Dcitr08g0940011;Dcitr11g0482011;Dcitr06g1472012;Dcitr06g1472011;Dcitr01g1357011;Dcitr02g1308011;Dcitr09g0360014;Dcitr00g0574011;Dcitr00g0391011;Dcitr00g0925011;Dcitr03g1767011;Dcitr11g0918011;Dcitr01g0226011;Dcitr09g0360012;Dcitr11g0829011;Dcitr01g1068011;Dcitr01g1068012;Dcitr02g1298011;Dcitr00g0189011;Dcitr11g0925011;Dcitr01g0871011;Dcitr01g1069011;Dcitr01g1068013;Dcitr00g1187011;Dcitr02g1306011;Dcitr01g1359011;Dcitr09g0360013;Dcitr01g0227011;Dcitr01g1353011;Dcitr01g0220011
Reactome: R-HSA-419771	Opsins	4	Dcitr06g0676011;Dcitr12g0294011;Dcitr12g0754011;Dcitr12g0745011
Reactome: R-HSA-8951911	RUNX3 regulates RUNX1-mediated transcription	1	Dcitr04g0427011
Reactome: R-HSA-5678895	Defective CFTR causes cystic fibrosis	82	Dcitr06g0536011;Dcitr03g1691013;Dcitr01g0885011;Dcitr02g1011011;Dcitr12g0268011;Dcitr03g1689011;Dcitr05g1464011;Dcitr03g0869011;Dcitr02g1799011;Dcitr03g0900011;Dcitr06g0382011;Dcitr03g0469011;Dcitr00g1146011;Dcitr06g0670011;Dcitr03g0872011;Dcitr06g0539012;Dcitr06g0478011;Dcitr09g0760011;Dcitr00g1450011;Dcitr09g0730011;Dcitr05g1471011;Dcitr10g0292012;Dcitr06g0379011;Dcitr02g1483011;Dcitr03g0901011;Dcitr02g1456011;Dcitr03g0873011;Dcitr04g0395011;Dcitr01g0481011;Dcitr10g0292011;Dcitr02g1200011;Dcitr09g0754011;Dcitr00g0826011;Dcitr10g0294011;Dcitr03g0366011;Dcitr03g1691014;Dcitr02g1801011;Dcitr02g0728011;Dcitr04g0369011;Dcitr06g0480011;Dcitr00g1531011;Dcitr01g1715011;Dcitr02g0591011;Dcitr13g0537011;Dcitr01g1242011;Dcitr06g1291011;Dcitr03g0471011;Dcitr09g0184011;Dcitr04g1412011;Dcitr02g1455011;Dcitr02g1206011;Dcitr03g0908011;Dcitr00g0535011;Dcitr06g0639011;Dcitr03g1691011;Dcitr06g0669011;Dcitr04g1203011;Dcitr09g0188011;Dcitr00g0877011;Dcitr00g1173011;Dcitr05g0453011;Dcitr02g1444011;Dcitr06g1296011;Dcitr06g0539011;Dcitr02g0738011;Dcitr06g0497011;Dcitr06g0638011;Dcitr01g1647011;Dcitr09g0755011;Dcitr04g1378011;Dcitr05g0452011;Dcitr00g1365011;Dcitr09g0968011;Dcitr01g0474011;Dcitr04g1223011;Dcitr09g0970011;Dcitr02g0589011;Dcitr06g0539013;Dcitr04g1433011;Dcitr03g1691012;Dcitr03g0914011;Dcitr01g1718011
Reactome: R-HSA-5578749	Transcriptional regulation by small RNAs	37	Dcitr01g1336011;Dcitr01g0405011;Dcitr01g1501011;Dcitr05g0904011;Dcitr03g0567011;Dcitr11g0302011;Dcitr02g0594011;Dcitr03g1512011;Dcitr01g0232011;Dcitr02g0968011;Dcitr05g1451011;Dcitr03g1961011;Dcitr05g0682011;Dcitr02g1943011;Dcitr00g0818011;Dcitr01g1787011;Dcitr02g0592011;Dcitr03g0283011;Dcitr01g0409011;Dcitr01g0262011;Dcitr05g0902011;Dcitr04g1353011;Dcitr07g0642011;Dcitr01g0230011;Dcitr01g1040011;Dcitr00g0947011;Dcitr04g1353013;Dcitr00g1068011;Dcitr01g1042011;Dcitr03g1513011;Dcitr03g1954011;Dcitr02g1988011;Dcitr13g0458011;Dcitr10g1029011;Dcitr13g0656011;Dcitr11g0297011;Dcitr04g1353012
Reactome: R-HSA-1963640	GRB2 events in ERBB2 signaling	1	Dcitr08g1008011
Reactome: R-HSA-1614603	Cysteine formation from homocysteine	8	Dcitr03g1080011;Dcitr01g0889011;Dcitr03g1080012;Dcitr03g1089011;Dcitr03g1078011;Dcitr03g1080013;Dcitr00g0692011;Dcitr03g1078012
Reactome: R-HSA-209560	NF-kB is activated and signals survival	5	Dcitr00g1146011;Dcitr00g0877011;Dcitr02g1483011;Dcitr04g0121011;Dcitr04g1378011
Reactome: R-HSA-5689603	UCH proteinases	104	Dcitr03g0471011;Dcitr09g0184011;Dcitr06g1291011;Dcitr12g0497011;Dcitr04g1412011;Dcitr02g1455011;Dcitr02g1206011;Dcitr12g0496011;Dcitr01g0917011;Dcitr03g0908011;Dcitr06g0639011;Dcitr00g0535011;Dcitr03g1691011;Dcitr04g1203011;Dcitr06g0669011;Dcitr09g0188011;Dcitr00g1173011;Dcitr00g0877011;Dcitr02g0738011;Dcitr06g0539011;Dcitr02g1444011;Dcitr05g0453011;Dcitr06g1296011;Dcitr05g1081011;Dcitr02g1490011;Dcitr06g0497011;Dcitr06g0638011;Dcitr04g1257011;Dcitr01g1647011;Dcitr09g0755011;Dcitr05g0213011;Dcitr09g0272011;Dcitr04g1378011;Dcitr01g1542011;Dcitr09g0968011;Dcitr05g0452011;Dcitr00g1365011;Dcitr01g0474011;Dcitr05g0210011;Dcitr02g0589011;Dcitr09g0970011;Dcitr04g1223011;Dcitr01g1541011;Dcitr06g0539013;Dcitr03g1691012;Dcitr04g1433011;Dcitr03g0914011;Dcitr01g1268011;Dcitr06g0536011;Dcitr03g1691013;Dcitr09g0643011;Dcitr03g1689011;Dcitr08g0186011;Dcitr03g0900011;Dcitr05g1343011;Dcitr03g0869011;Dcitr05g1464011;Dcitr02g1799011;Dcitr06g0382011;Dcitr03g0469011;Dcitr00g1146011;Dcitr06g0670011;Dcitr03g0872011;Dcitr07g1066011;Dcitr06g0539012;Dcitr02g0892011;Dcitr06g0478011;Dcitr05g1083011;Dcitr00g1450011;Dcitr09g0760011;Dcitr05g1471011;Dcitr09g0730011;Dcitr05g1341011;Dcitr04g1105011;Dcitr10g0292012;Dcitr02g1483011;Dcitr06g0379011;Dcitr08g0188011;Dcitr12g0608011;Dcitr02g1456011;Dcitr03g0901011;Dcitr04g0395011;Dcitr10g0292011;Dcitr01g0481011;Dcitr01g1265011;Dcitr03g0873011;Dcitr00g0826011;Dcitr02g1200011;Dcitr02g0894011;Dcitr09g0754011;Dcitr10g0294011;Dcitr03g0366011;Dcitr03g1691014;Dcitr02g0728011;Dcitr02g1801011;Dcitr04g0369011;Dcitr12g0500011;Dcitr06g0480011;Dcitr00g1531011;Dcitr09g0267011;Dcitr09g0274011;Dcitr02g0591011;Dcitr01g1242011;Dcitr02g1493011
Reactome: R-HSA-6805567	Keratinization	1	Dcitr04g0152011
Reactome: R-HSA-71737	Pyrophosphate hydrolysis	3	Dcitr06g0782011;Dcitr06g0782012;Dcitr06g0774011
Reactome: R-HSA-77288	mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	1	Dcitr04g0831011
Reactome: R-HSA-202670	ERKs are inactivated	1	Dcitr10g0993011
Reactome: R-HSA-1971475	A tetrasaccharide linker sequence is required for GAG synthesis	8	Dcitr09g0438011;Dcitr09g0437011;Dcitr08g1161011;Dcitr08g1160011;Dcitr12g0329011;Dcitr08g1155011;Dcitr09g0467011;Dcitr01g1853011
Reactome: R-HSA-196807	Nicotinate metabolism	14	Dcitr09g0681012;Dcitr01g1670011;Dcitr12g0543012;Dcitr04g0612011;Dcitr01g1659012;Dcitr12g0540011;Dcitr00g1020011;Dcitr01g1659011;Dcitr04g0611011;Dcitr12g0543011;Dcitr12g0541011;Dcitr12g0543013;Dcitr01g2045011;Dcitr09g0681011
Reactome: R-HSA-8854691	Interleukin-20 family signaling	2	Dcitr03g1633011;Dcitr04g1242011
Reactome: R-HSA-9037629	Lewis blood group biosynthesis	3	Dcitr08g0181011;Dcitr11g0189011;Dcitr11g0190011
Reactome: R-HSA-418555	G alpha (s) signalling events	14	Dcitr09g0711011;Dcitr02g0872011;Dcitr06g1289011;Dcitr02g0868011;Dcitr02g1669011;Dcitr12g0296012;Dcitr07g0795011;Dcitr05g0864011;Dcitr01g0428011;Dcitr09g0710011;Dcitr02g1670011;Dcitr05g0861011;Dcitr04g0351011;Dcitr12g0296013
Reactome: R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	38	Dcitr00g0290011;Dcitr06g0448011;Dcitr10g0993011;Dcitr06g0438011;Dcitr13g0675011;Dcitr00g0731011;Dcitr01g1550011;Dcitr01g1558011;Dcitr04g1009011;Dcitr02g1454011;Dcitr06g0851011;Dcitr08g0490013;Dcitr05g1212011;Dcitr02g1450011;Dcitr06g0451011;Dcitr06g0873011;Dcitr10g0605011;Dcitr08g0490011;Dcitr10g0492011;Dcitr05g1213011;Dcitr10g0495011;Dcitr10g0493011;Dcitr06g0850011;Dcitr00g1017011;Dcitr04g0199011;Dcitr05g1700011;Dcitr08g0490012;Dcitr00g1400011;Dcitr01g1549012;Dcitr06g0450011;Dcitr06g0311011;Dcitr06g0440011;Dcitr05g1224011;Dcitr01g1549011;Dcitr04g1349011;Dcitr05g0500011;Dcitr04g0198011;Dcitr01g1871011
Reactome: R-HSA-211733	Regulation of activated PAK-2p34 by proteasome mediated degradation	76	Dcitr02g1444011;Dcitr06g1296011;Dcitr05g0453011;Dcitr06g0539011;Dcitr02g0738011;Dcitr09g0188011;Dcitr00g0877011;Dcitr00g1173011;Dcitr03g1691011;Dcitr06g0669011;Dcitr04g1203011;Dcitr00g0535011;Dcitr06g0639011;Dcitr03g0908011;Dcitr04g1412011;Dcitr02g1206011;Dcitr02g1455011;Dcitr06g1291011;Dcitr03g0471011;Dcitr09g0184011;Dcitr04g1433011;Dcitr03g1691012;Dcitr03g0914011;Dcitr04g1223011;Dcitr02g0589011;Dcitr09g0970011;Dcitr06g0539013;Dcitr05g0452011;Dcitr00g1365011;Dcitr09g0968011;Dcitr01g0474011;Dcitr04g1378011;Dcitr01g1647011;Dcitr09g0755011;Dcitr06g0497011;Dcitr06g0638011;Dcitr10g0292012;Dcitr02g1483011;Dcitr06g0379011;Dcitr09g0760011;Dcitr00g1450011;Dcitr09g0730011;Dcitr05g1471011;Dcitr06g0478011;Dcitr06g0539012;Dcitr03g0872011;Dcitr06g0382011;Dcitr03g0469011;Dcitr06g0670011;Dcitr00g1146011;Dcitr03g1689011;Dcitr03g0869011;Dcitr05g1464011;Dcitr02g1799011;Dcitr03g0900011;Dcitr06g0536011;Dcitr03g1691013;Dcitr01g1242011;Dcitr02g0591011;Dcitr06g0480011;Dcitr00g1531011;Dcitr02g1801011;Dcitr02g0728011;Dcitr04g0369011;Dcitr03g1691014;Dcitr10g0294011;Dcitr03g0366011;Dcitr03g0873011;Dcitr01g0481011;Dcitr04g0395011;Dcitr10g0292011;Dcitr02g1200011;Dcitr09g0754011;Dcitr00g0826011;Dcitr02g1456011;Dcitr03g0901011
Reactome: R-HSA-71240	Tryptophan catabolism	10	Dcitr00g1286011;Dcitr06g0781011;Dcitr01g0517011;Dcitr06g0775011;Dcitr00g1250011;Dcitr06g0776011;Dcitr00g1236011;Dcitr00g0322011;Dcitr03g0467011;Dcitr12g0158011
Reactome: R-HSA-379716	Cytosolic tRNA aminoacylation	29	Dcitr01g2104011;Dcitr01g2115011;Dcitr06g0658011;Dcitr02g1976011;Dcitr11g0387012;Dcitr02g2001011;Dcitr03g1538011;Dcitr00g0288011;Dcitr07g0839011;Dcitr02g2007011;Dcitr10g1014011;Dcitr06g1064011;Dcitr06g1046011;Dcitr04g0998011;Dcitr02g0791011;Dcitr07g0842011;Dcitr11g0387011;Dcitr09g0319011;Dcitr02g0675011;Dcitr04g0990011;Dcitr06g0660011;Dcitr04g0992011;Dcitr04g0995011;Dcitr10g1022011;Dcitr02g0678011;Dcitr04g0549011;Dcitr06g1137011;Dcitr11g0407011;Dcitr06g1141011
Reactome: R-HSA-420029	Tight junction interactions	12	Dcitr04g1706015;Dcitr04g1698011;Dcitr04g1706013;Dcitr08g0162013;Dcitr04g1700011;Dcitr04g1706012;Dcitr04g1706011;Dcitr03g1786011;Dcitr08g0162012;Dcitr04g1706014;Dcitr08g0162011;Dcitr08g0162014
Reactome: R-HSA-916853	Degradation of GABA	1	Dcitr10g0127011
Reactome: R-HSA-186797	Signaling by PDGF	3	Dcitr00g0159011;Dcitr00g0160011;Dcitr02g1615011
Reactome: R-HSA-5358493	Synthesis of diphthamide-EEF2	9	Dcitr11g0103011;Dcitr00g0363011;Dcitr03g0134011;Dcitr05g0572011;Dcitr05g0569011;Dcitr03g0129011;Dcitr06g0436011;Dcitr08g0916011;Dcitr05g0575011
Reactome: R-HSA-912631	Regulation of signaling by CBL	8	Dcitr13g0334011;Dcitr13g0318011;Dcitr00g0877011;Dcitr05g0778011;Dcitr02g1483011;Dcitr04g1378011;Dcitr13g0337012;Dcitr00g1146011
Reactome: R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	1	Dcitr10g0993011
Reactome: R-HSA-180024	DARPP-32 events	4	Dcitr00g0104011;Dcitr08g0132011;Dcitr06g1056011;Dcitr00g0103011
Reactome: R-HSA-5218921	VEGFR2 mediated cell proliferation	3	Dcitr10g0643011;Dcitr08g1140011;Dcitr11g0424011
Reactome: R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	71	Dcitr01g1588011;Dcitr05g0902011;Dcitr03g1453011;Dcitr00g1150011;Dcitr01g1394011;Dcitr01g0230011;Dcitr03g0433011;Dcitr04g1378011;Dcitr02g1880011;Dcitr01g1135011;Dcitr03g0434011;Dcitr00g0569011;Dcitr13g0291011;Dcitr02g1881011;Dcitr01g1190011;Dcitr02g0681011;Dcitr03g0435011;Dcitr01g0867011;Dcitr05g1580011;Dcitr10g0693011;Dcitr00g0320011;Dcitr01g2237011;Dcitr01g1336011;Dcitr06g0207011;Dcitr03g1323011;Dcitr12g0880011;Dcitr03g1972011;Dcitr01g0232011;Dcitr07g0600011;Dcitr01g2241011;Dcitr10g0690011;Dcitr00g0877011;Dcitr01g2242011;Dcitr03g1465011;Dcitr03g1317011;Dcitr01g1787011;Dcitr01g0865011;Dcitr12g0603011;Dcitr03g0454011;Dcitr12g0861011;Dcitr04g0619011;Dcitr01g1400012;Dcitr03g1423011;Dcitr01g1400011;Dcitr01g1609011;Dcitr00g0319011;Dcitr02g1323011;Dcitr06g0231011;Dcitr02g1988011;Dcitr03g1951011;Dcitr02g0720011;Dcitr04g0617011;Dcitr03g0455011;Dcitr05g0904011;Dcitr01g1189011;Dcitr00g1146011;Dcitr02g0968011;Dcitr05g1577011;Dcitr03g0453011;Dcitr03g1464011;Dcitr01g1192011;Dcitr01g1930011;Dcitr01g1393011;Dcitr07g0607011;Dcitr04g0487011;Dcitr12g0877011;Dcitr10g0691011;Dcitr09g0145011;Dcitr00g0818011;Dcitr02g1483011;Dcitr06g0229011
Reactome: R-HSA-141430	Inactivation of APC/C via direct inhibition of the APC/C complex	13	Dcitr07g0910011;Dcitr06g1501011;Dcitr03g1458011;Dcitr02g1815011;Dcitr06g1498011;Dcitr05g1011011;Dcitr07g0908011;Dcitr06g1229011;Dcitr05g1014011;Dcitr03g1467011;Dcitr02g1812011;Dcitr00g1280011;Dcitr04g1246011
Reactome: R-HSA-399956	CRMPs in Sema3A signaling	3	Dcitr03g1505011;Dcitr06g0841011;Dcitr03g1509011
Reactome: R-HSA-2691232	Constitutive Signaling by NOTCH1 HD Domain Mutants	22	Dcitr00g0997011;Dcitr00g1455011;Dcitr04g1378011;Dcitr03g1420011;Dcitr03g1443011;Dcitr00g1146011;Dcitr01g0955011;Dcitr07g0945011;Dcitr13g0440011;Dcitr01g0955012;Dcitr02g1483011;Dcitr12g0667011;Dcitr12g0659011;Dcitr00g1243011;Dcitr13g0436011;Dcitr12g0679011;Dcitr00g1289011;Dcitr03g1438011;Dcitr08g0720011;Dcitr00g0877011;Dcitr03g1439011;Dcitr03g1442011
Reactome: R-HSA-373753	Nephrin family interactions	5	Dcitr07g1147011;Dcitr00g1424011;Dcitr04g0696011;Dcitr07g1148011;Dcitr08g0863011
Reactome: R-HSA-388841	Costimulation by the CD28 family	3	Dcitr13g0334011;Dcitr13g0318011;Dcitr13g0337012
Reactome: R-HSA-8953750	Transcriptional Regulation by E2F6	12	Dcitr06g0409014;Dcitr12g0481011;Dcitr06g0409011;Dcitr03g0319011;Dcitr04g0543011;Dcitr06g0409013;Dcitr06g0409012;Dcitr03g0972011;Dcitr01g1977011;Dcitr01g0858011;Dcitr06g0409015;Dcitr03g1507011
Reactome: R-HSA-72165	mRNA Splicing - Minor Pathway	48	Dcitr01g0978011;Dcitr02g0255011;Dcitr01g0977011;Dcitr02g0259011;Dcitr03g0793011;Dcitr00g0849011;Dcitr01g1476011;Dcitr07g1136011;Dcitr02g1377011;Dcitr05g0894011;Dcitr02g1988011;Dcitr00g1242011;Dcitr05g0902011;Dcitr10g0356011;Dcitr05g0788011;Dcitr10g0604011;Dcitr02g1376011;Dcitr12g0165011;Dcitr01g0230011;Dcitr05g0789012;Dcitr00g1355011;Dcitr05g1593011;Dcitr01g1318011;Dcitr00g0588011;Dcitr02g0968011;Dcitr01g0232011;Dcitr05g0264011;Dcitr01g0980011;Dcitr00g1199011;Dcitr00g1262011;Dcitr02g0260011;Dcitr00g0590011;Dcitr05g0789011;Dcitr00g1200011;Dcitr01g1787011;Dcitr10g0600011;Dcitr01g2085011;Dcitr00g0818011;Dcitr05g0268011;Dcitr05g0904011;Dcitr03g0795011;Dcitr03g1619011;Dcitr11g0547011;Dcitr01g1336011;Dcitr01g0981011;Dcitr03g1031011;Dcitr01g1294011;Dcitr03g1029011
Reactome: R-HSA-5635838	Activation of SMO	5	Dcitr07g0137011;Dcitr02g1786011;Dcitr03g1546011;Dcitr01g1665011;Dcitr02g1790011
Reactome: R-HSA-937041	IKK complex recruitment mediated by RIP1	11	Dcitr00g0531011;Dcitr02g1483011;Dcitr00g0465011;Dcitr04g1378011;Dcitr00g0530011;Dcitr00g1146011;Dcitr00g0877011;Dcitr00g0671011;Dcitr00g0465013;Dcitr00g0672011;Dcitr00g0465012
Reactome: R-HSA-5626978	TNFR1-mediated ceramide production	2	Dcitr06g1548011;Dcitr06g1545011
Reactome: R-HSA-5657562	Essential fructosuria	1	Dcitr01g1709011
Reactome: R-HSA-140875	Common Pathway of Fibrin Clot Formation	2	Dcitr09g0502011;Dcitr09g0504011
Reactome: R-HSA-189483	Heme degradation	2	Dcitr00g0824011;Dcitr10g0440011
Reactome: R-HSA-9617324	Negative regulation of NMDA receptor-mediated neuronal transmission	6	Dcitr06g1324011;Dcitr08g0110012;Dcitr08g0110013;Dcitr01g0550011;Dcitr01g0545011;Dcitr08g0110011
Reactome: R-HSA-381042	PERK regulates gene expression	3	Dcitr05g1097011;Dcitr05g1099011;Dcitr05g1100011
Reactome: R-HSA-9022699	MECP2 regulates neuronal receptors and channels	2	Dcitr01g0345011;Dcitr01g0344011
Reactome: R-HSA-165159	mTOR signalling	20	Dcitr01g2058011;Dcitr03g0315011;Dcitr06g1488011;Dcitr07g0765011;Dcitr07g0760011;Dcitr01g2010011;Dcitr09g0198011;Dcitr07g0363011;Dcitr03g0322011;Dcitr01g2009011;Dcitr07g0361011;Dcitr07g0351011;Dcitr05g1219011;Dcitr01g2006011;Dcitr01g2068011;Dcitr06g1554011;Dcitr06g1366011;Dcitr06g1364011;Dcitr07g0356011;Dcitr07g0352011
Reactome: R-HSA-5689896	Ovarian tumor domain proteases	13	Dcitr09g0750011;Dcitr09g0750014;Dcitr07g1281011;Dcitr00g0877011;Dcitr09g0750012;Dcitr07g1279011;Dcitr13g0537011;Dcitr09g0749011;Dcitr00g1146011;Dcitr00g0592011;Dcitr02g1483011;Dcitr09g0750013;Dcitr04g1378011
Reactome: R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	79	Dcitr10g0294011;Dcitr03g0366011;Dcitr03g1691014;Dcitr03g0901011;Dcitr02g1456011;Dcitr04g0395011;Dcitr01g0481011;Dcitr10g0292011;Dcitr03g0873011;Dcitr00g0826011;Dcitr09g0754011;Dcitr02g1200011;Dcitr02g0591011;Dcitr01g1242011;Dcitr02g0728011;Dcitr02g1801011;Dcitr04g0369011;Dcitr10g0434011;Dcitr06g0480011;Dcitr00g1531011;Dcitr06g0382011;Dcitr03g0469011;Dcitr00g1146011;Dcitr06g0670011;Dcitr03g0872011;Dcitr10g0436011;Dcitr06g0536011;Dcitr03g1691013;Dcitr03g1689011;Dcitr03g0900011;Dcitr02g1799011;Dcitr05g1464011;Dcitr03g0869011;Dcitr00g1450011;Dcitr09g0760011;Dcitr05g1471011;Dcitr09g0730011;Dcitr10g0292012;Dcitr02g1483011;Dcitr06g0379011;Dcitr06g0539012;Dcitr06g0478011;Dcitr01g1647011;Dcitr09g0755011;Dcitr04g1378011;Dcitr06g0497011;Dcitr06g0638011;Dcitr03g1691012;Dcitr04g1433011;Dcitr03g0914011;Dcitr09g0968011;Dcitr05g0452011;Dcitr00g1365011;Dcitr01g0474011;Dcitr04g1223011;Dcitr02g0589011;Dcitr09g0970011;Dcitr06g0539013;Dcitr03g0908011;Dcitr06g0639011;Dcitr00g0535011;Dcitr03g0471011;Dcitr09g0184011;Dcitr06g1291011;Dcitr04g1412011;Dcitr02g1206011;Dcitr02g1455011;Dcitr00g0823011;Dcitr06g0539011;Dcitr02g0738011;Dcitr06g1296011;Dcitr05g0453011;Dcitr02g1444011;Dcitr03g1691011;Dcitr04g1203011;Dcitr06g0669011;Dcitr09g0188011;Dcitr00g1173011;Dcitr00g0877011
Reactome: R-HSA-6809371	Formation of the cornified envelope	16	Dcitr02g0524011;Dcitr06g0862011;Dcitr06g1511011;Dcitr06g0718011;Dcitr02g0523011;Dcitr06g1510011;Dcitr06g0865012;Dcitr06g0433011;Dcitr00g1364011;Dcitr02g0467011;Dcitr06g0526011;Dcitr06g0844011;Dcitr06g0865013;Dcitr06g0865011;Dcitr06g1517011;Dcitr06g0842011
Reactome: R-HSA-111458	Formation of apoptosome	10	Dcitr00g0534011;Dcitr05g1119011;Dcitr01g1474011;Dcitr05g1113011;Dcitr06g0495011;Dcitr10g0904011;Dcitr05g1125011;Dcitr06g0496011;Dcitr04g0184011;Dcitr10g0902011
Reactome: R-HSA-2586552	Signaling by Leptin	3	Dcitr03g1633011;Dcitr11g0583011;Dcitr11g0583012
Reactome: R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor	10	Dcitr11g0664011;Dcitr08g0110011;Dcitr01g0550011;Dcitr08g0110013;Dcitr00g0860011;Dcitr11g0664012;Dcitr06g1324011;Dcitr08g0110012;Dcitr00g1318011;Dcitr01g0545011
Reactome: R-HSA-5250958	Toxicity of botulinum toxin type B (BoNT/B)	1	Dcitr02g1385011
Reactome: R-HSA-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	9	Dcitr01g0951011;Dcitr06g1432011;Dcitr04g0286011;Dcitr06g1430011;Dcitr07g0795011;Dcitr06g1426011;Dcitr00g1344011;Dcitr10g0295011;Dcitr01g0946011
Reactome: R-HSA-1227986	Signaling by ERBB2	6	Dcitr00g1213011;Dcitr08g1008011;Dcitr07g0837011;Dcitr03g1437011;Dcitr00g1113011;Dcitr07g0835011
Reactome: R-HSA-110314	Recognition of DNA damage by PCNA-containing replication complex	36	Dcitr00g1146011;Dcitr03g1972011;Dcitr01g0903011;Dcitr03g0455011;Dcitr01g1189011;Dcitr01g2237011;Dcitr06g0207011;Dcitr03g1465011;Dcitr06g0229011;Dcitr02g1483011;Dcitr01g2241011;Dcitr03g0453011;Dcitr03g1464011;Dcitr01g1393011;Dcitr04g0487011;Dcitr01g2242011;Dcitr00g0877011;Dcitr01g1930011;Dcitr03g0454011;Dcitr04g1378011;Dcitr01g0905011;Dcitr03g0433011;Dcitr03g1453011;Dcitr01g1394011;Dcitr06g0231011;Dcitr02g1323011;Dcitr01g1190011;Dcitr01g1400011;Dcitr02g0720011;Dcitr03g0435011;Dcitr01g1135011;Dcitr01g1260011;Dcitr01g1400012;Dcitr00g0569011;Dcitr03g0434011;Dcitr03g1423011
Reactome: R-HSA-210991	Basigin interactions	1	Dcitr03g0467011
Reactome: R-HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1	78	Dcitr06g0539012;Dcitr06g0478011;Dcitr09g0730011;Dcitr05g1471011;Dcitr00g1450011;Dcitr09g0760011;Dcitr02g1483011;Dcitr06g0379011;Dcitr10g0292012;Dcitr03g1691013;Dcitr06g0536011;Dcitr03g0900011;Dcitr05g1464011;Dcitr03g0869011;Dcitr02g1799011;Dcitr03g1689011;Dcitr03g0220011;Dcitr06g0670011;Dcitr00g1146011;Dcitr03g0469011;Dcitr06g0382011;Dcitr03g0872011;Dcitr04g0369011;Dcitr02g0728011;Dcitr02g1801011;Dcitr00g1531011;Dcitr06g0480011;Dcitr02g0591011;Dcitr01g1242011;Dcitr02g1456011;Dcitr03g0901011;Dcitr00g0826011;Dcitr02g1200011;Dcitr09g0754011;Dcitr10g0292011;Dcitr04g0395011;Dcitr01g0481011;Dcitr03g0873011;Dcitr03g0366011;Dcitr10g0294011;Dcitr03g1691014;Dcitr06g0669011;Dcitr04g1203011;Dcitr03g1691011;Dcitr00g1173011;Dcitr00g0877011;Dcitr09g0188011;Dcitr02g0738011;Dcitr06g0539011;Dcitr06g1296011;Dcitr02g1444011;Dcitr05g0453011;Dcitr03g0471011;Dcitr09g0184011;Dcitr06g1291011;Dcitr02g1455011;Dcitr02g1206011;Dcitr04g1412011;Dcitr03g0908011;Dcitr08g0533011;Dcitr06g0639011;Dcitr00g0535011;Dcitr01g0474011;Dcitr09g0968011;Dcitr05g0452011;Dcitr00g1365011;Dcitr06g0539013;Dcitr02g0589011;Dcitr09g0970011;Dcitr04g1223011;Dcitr03g0914011;Dcitr03g1691012;Dcitr04g1433011;Dcitr06g0638011;Dcitr06g0497011;Dcitr09g0755011;Dcitr01g1647011;Dcitr04g1378011
Reactome: R-HSA-2022377	Metabolism of Angiotensinogen to Angiotensins	8	Dcitr07g0752011;Dcitr01g1081011;Dcitr07g0977011;Dcitr01g1073011;Dcitr07g0751011;Dcitr07g0752012;Dcitr07g0669011;Dcitr07g0669012
Reactome: R-HSA-176187	Activation of ATR in response to replication stress	52	Dcitr04g0863011;Dcitr02g0326011;Dcitr11g0137011;Dcitr01g0251011;Dcitr07g1122011;Dcitr02g0338011;Dcitr09g0894011;Dcitr00g0381011;Dcitr02g0713011;Dcitr01g1930011;Dcitr05g1595011;Dcitr04g0487011;Dcitr00g1508011;Dcitr07g1118011;Dcitr13g0331011;Dcitr04g0862011;Dcitr02g0327011;Dcitr07g0304011;Dcitr13g0320011;Dcitr03g1972011;Dcitr03g1923011;Dcitr01g0250011;Dcitr13g0332011;Dcitr00g1449011;Dcitr04g0858011;Dcitr09g0135011;Dcitr05g1594011;Dcitr00g0413011;Dcitr09g0555011;Dcitr03g1469011;Dcitr02g0326012;Dcitr07g1120011;Dcitr03g0959011;Dcitr09g0128011;Dcitr02g0472011;Dcitr07g0292011;Dcitr03g1470011;Dcitr09g0889011;Dcitr02g0720011;Dcitr01g0511011;Dcitr04g0250011;Dcitr03g0960011;Dcitr03g0961011;Dcitr03g1922011;Dcitr04g1332011;Dcitr09g0134011;Dcitr11g0137012;Dcitr07g0287011;Dcitr04g1332012;Dcitr09g0557011;Dcitr03g1931011;Dcitr02g1456011
Reactome: R-HSA-1299308	Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	1	Dcitr08g0881011
